type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,sanitized_property_summary
single_family,,659000.0,1974.0,1.0,4.0,2.0,2.0,2.0,2.0,1985.0,"4-bedroom, 2-bath home situated on a large in-town lot. Extensive renovations were completed approximately 2 1/2 years ago by the previous seller."
single_family,,514998.0,1520.0,2.0,3.0,3.0,2.0,2.0,2.0,1988.0,"Two-story home offers 3 bedrooms and 2.5 bathrooms. The spacious floor plan flows effortlessly, creating the perfect setting for everyday living and entertaining. Step outside to a huge backyard with endless potential."
single_family,,549000.0,1841.0,1.0,3.0,2.0,2.0,2.0,2.0,2015.0,"Beautiful model, many upgrades, 9 x 48 inch wood-tile flooring, tall baseboards, fresh 2-tone painted interior, new, 3 cameras into alarm system, security screen doors at entry & side garage door, extended garage (extra 3 feet deep), water softener, tankless water heater, 3 true bedrooms (closet in each), kitchen features white quartz counters, subway tile backsplash, stainless."
single_family,,649000.0,2773.0,1.0,3.0,3.0,3.0,3.0,2.0,2002.0,"Single-story home offers 2,773 square feet of beautifully designed living space. Features a bonus room (currently set as an office) that can easily be converted into a 4th bedroom."
single_family,,379900.0,1476.0,1.0,3.0,2.0,2.0,2.0,2.0,1973.0,With a little love this could be a great starter home. Looking for a fixer? than this might be the house for you.
condos,condo,889000.0,1224.0,2.0,3.0,3.0,2.0,2.0,2.0,1986.0,"corner end unit is just steps away from the sparkling community pool. Boasting 3 bedrooms and 2.5 bathrooms, this inviting home encompasses over 1,220 square feet of comfortable living space."
condos,condo,725000.0,1142.0,1.0,3.0,2.0,2.0,2.0,2.0,1974.0,"Private upper-level condo in the desirable, just 2 miles from the beach. With no one above or below you and a prime location within the neighborhood, this home offers both privacy and convenience."
single_family,,649900.0,1044.0,1.0,3.0,2.0,2.0,2.0,1.0,1928.0,"3 bedroom, 2 bathroom home on 6,144 square foot lot. Located near schools, shopping, parks and freeways, this one is definitely a!, it's going to go quickly so today!"
multi_family,,979888.0,,,,,,,,1914.0,"Located in one of a hottest neighborhoods, this trophy triplex is situated in prime. The property includes three separate gas meters and three separate electrical meters, ensuring ease of management and independent utility billing for each unit."
multi_family,,1200000.0,,2.0,,,,,,2025.0,Both homes have SOLAR PANELS that are paid off to significantly minimize the electrical bill. No rent control and separate meters means great income property for any investor. New construction means little to no maintenance cost for years to come.
single_family,,1099000.0,3787.0,2.0,5.0,3.0,2.0,2.0,3.0,2016.0,"'The Retreat is one of the most popular and functional floorplans in all of Rancho Del Sol. The interior of the home was upgraded to the nines. The entertainer area is complete with outdoor, 2 refrigerators, a kegerator, bar seating, tv and a firepit."
single_family,,430000.0,1842.0,1.0,3.0,2.0,2.0,2.0,2.0,2020.0,"3-bedroom, 2-bathroom residence offers comfort, style, and versatility for today's modern lifestyle. The upgraded kitchen is a true highlight, featuring elegant granite countertops, stainless steel appliances, and not one, but two pantries with custom glass doors."
single_family,,664000.0,2236.0,2.0,5.0,3.0,3.0,3.0,2.0,1964.0,"5-bed, 3-bath home delivers peaceful living just minutes local dining, the airport, and year-round community events. Full 2019 renovation includes new flooring, dual-pane windows, updated bathrooms, and a stunning chef's kitchen."
single_family,,799000.0,3069.0,2.0,4.0,3.0,2.0,3.0,3.0,2000.0,"Located in The Greens, this exceptional home blends timeless elegance with modern comfort and a spectacular backyard. From the moment you enter, you are welcomed by a formal living room and dining room that set the tone for refined gatherings and everyday luxury. Upstairs you will find two additional bedrooms, a full bath and a versatile bonus room with endless possibilities."
condos,condo,509000.0,988.0,2.0,2.0,3.0,2.0,2.0,1.0,1974.0,"Located within a short distance this UNIT 2 bedroom 2 1/ is ready for you to make it your new home! A freshly painted interior done in pleasing neutral colors lend the perfect palate for anyone to create their vision of ""home"" Property features dual pane windows and slider, suite with vaulted/beamed ceiling, central air and heat."
single_family,,909900.0,1279.0,1.0,2.0,2.0,2.0,2.0,2.0,1984.0,Beautiful remodeled single-story residence nestled in the highly sought-after 55+ gated community.
condos,condo,529000.0,1920.0,1.0,3.0,3.0,2.0,3.0,2.0,1981.0,"1,920-square-foot residence presents a wonderful opportunity to enjoy a spacious home in a prime location. The inviting living room features soaring ceilings, abundant natural light, and a tiled fireplace. Two private patios with open views invite relaxed indoor-outdoor living."
single_family,,848000.0,2951.0,2.0,4.0,3.0,2.0,2.0,2.0,2005.0,"Perched to capture sweeping valley views, this meticulously cared-for residence blends comfort, style, and unforgettable outdoor living. The backyard is a true SHOWPIECE-featuring a saltwater POOL and, island, and drought-tolerant turf, all designed to maximize the panoramic setting. Celebrate summer evenings and watch Fourth of July fireworks illuminate the valley from your own pool."
single_family,,685000.0,1870.0,1.0,2.0,3.0,2.0,2.0,5.0,1996.0,Sitting privately at the end of the road backing up to 40+ acres for total privacy. Soaring cathedral ceilings with dormers and skylights and the beautiful stone fireplace brings the cozy spacious feeling.
single_family,,934999.0,1635.0,1.0,4.0,2.0,2.0,2.0,2.0,1943.0,"4 spacious bedrooms and 2 well-appointed baths, this residence blends comfort, style, and effortless indoor-outdoor living. A large covered patio provides ample space for outdoor dining, relaxing, and entertaining year-round. Just off the patio is a bonus room that could work as a home gym, art studio, office, or even a potential 5th bedroom."
condos,condo,410000.0,1101.0,1.0,2.0,2.0,2.0,2.0,,2005.0,"Two-bedroom, two-bath condo is located in the heart of a gated community just minutes from wineries, shopping, dining, and freeway access. The third floor level gives you with breathtaking view of the surrounding greenbelt and open meadow area below."
multi_family,,455000.0,2632.0,1.0,7.0,3.0,3.0,3.0,,1966.0,"With excellent curb appeal and a desirable location, this property is ideal for both seasoned investors and those looking to start or expand their portfolio. The corner street setting provides extra visibility, charm, and accessibility, making it attractive to tenants."
single_family,,1599000.0,3004.0,2.0,4.0,3.0,3.0,3.0,2.0,1977.0,"Nestled behind private gates atop a secluded lot, this stunning move-in-ready home offers over 3,000 sq ft of beautifully updated living space with 4 spacious bedrooms and 3 elegant bathrooms. Enjoy sweeping panoramic views of the surrounding mountains and sparkling city lights - among the best."
single_family,,599999.0,1895.0,1.0,4.0,2.0,2.0,2.0,3.0,2001.0,"With 4 bedrooms, 2.25 bathrooms, 1,895 square feet, and a 3-car garage, this home offers the space you need and the upgrades you'll appreciate every single day. Step outside and enjoy sunny afternoons in the pool, evening barbecues on the patio, laughter echoing through your outdoor living space."
single_family,,799000.0,1549.0,2.0,3.0,2.0,2.0,2.0,1.0,1922.0,"3 bedroom, 2 bathroom home with sweeping mountain views. Full remodeled kitchen includes top-tier stainless steel appliances and pristine quartz countertops. A detached garage and bonus room complete the estate."
condos,condo,875000.0,920.0,1.0,2.0,2.0,1.0,1.0,1.0,1986.0,"75 Corsica is a rare residence defined by a -inspired exterior and signature all-on-one-level living. Spanning approximately 920 square feet, the interior is thoughtfully designed to maximize space and effortless coastal elegance."
single_family,,515000.0,1470.0,1.0,3.0,1.0,1.0,1.0,1.0,1959.0,"Three-bedroom, one-bath residence seamlessly blends classic charm with contemporary convenience. Enjoy the sparkling, resurfaced pool, complete with a brand new, energy-efficient pump."
single_family,,359000.0,1500.0,1.0,3.0,2.0,2.0,2.0,2.0,1959.0,"sits on an incredible 1/2 acre fenced lot with desired walking location to schools, downtown, shopping, restaurants and incredible views of the LAKE. The interior features a large living room with floor to ceiling windows for natural light and views as well as being open to the updated custom kitchen."
single_family,,469900.0,1303.0,1.0,3.0,2.0,2.0,2.0,2.0,1978.0,"Cute home with a great park just around the corner. Newer water heater, nest thermostat, possible back access. Fridge washer & dryer included with no warranties."
single_family,,794700.0,2933.0,2.0,5.0,3.0,3.0,3.0,2.0,2025.0,"5 bedrooms, 3 baths, and a spacious upstairs loft. Chef-inspired kitchen is a true showpiece. Vaulted ceilings, stylish laminate flooring, and carefully selected designer finishes."
multi_family,,939000.0,,1.0,,,,,,1940.0,A versatile property with multiple living spaces and strong income potential. Opportunities like this are hard to find.
multi_family,,719900.0,,1.0,,,,,2.0,1949.0,"A great opportunity to live in one and rent the other while building long-term wealth. This versatile property features a 3 front home, plus a 1 Bedroom & 1 Bath Junior ADU. A detached 2-car garage adds significant value and presents strong ADU development potential."
single_family,,580490.0,2117.0,2.0,4.0,3.0,3.0,3.0,2.0,,Two-story home has four bedrooms and three bathrooms. Two-bay garage at the back of the home is perfect for parking or storage needs.
single_family,,949000.0,1245.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0,"Highly sought after neighborhood with very limited inventory. Located within an excellent school district. Updates include new interior and exterior paint, upgraded bathrooms with stylish finishes."
single_family,,2799000.0,2415.0,1.0,3.0,3.0,2.0,3.0,2.0,1953.0,"Nestled on one of the most picturesque streets in the quaint hamlet this beautiful 3+3 2,ory home has it all. Light and bright with 3 skylights, expansive dual-paned windows, fresh interior paint throughout."
single_family,,650000.0,1604.0,1.0,3.0,2.0,2.0,2.0,,1962.0,updated mid-century ranch home welcomes you as you step onto the ) flooring of the living/dining/kitchen areas. The large remote suite offers privacy and a glamorous ensuite bathroom. Split systems ensure properly conditioned rooms throughout. The vintage barn can be configued to house varied livestock and fowl!
single_family,,975000.0,1755.0,1.0,3.0,2.0,2.0,2.0,2.0,1967.0,"3-bedroom, 2-bathroom home offers 1,775 square feet of thoughtfully designed living space. Situated on a quiet, secluded block, this home provides a peaceful retreat. Enjoy direct access to the river, ideal for kayaking, fishing, or simply soaking in the scenic views."
single_family,,999999.0,1734.0,1.0,4.0,2.0,2.0,2.0,2.0,1923.0,"Two separate 2-bedroom units, each with its own distinct charm. Great income-producing property, or a long-term investment in a thriving community. Located in a quiet pocket just blocks from neighborhood favorites."
townhomes,townhouse,929000.0,1468.0,2.0,3.0,3.0,2.0,2.0,2.0,2003.0,"3-bedroom, 1, 468-square-foot residence offers a light-filled, thoughtfully designed floor plan that lives with ease and refinement. Main living area is bathed in natural light and features laminate flooring, recessed lighting, and a warm fireplace framed by custom built-ins."
condos,condo,589900.0,932.0,2.0,2.0,2.0,1.0,1.0,,1983.0,"Upgraded Condo in a very well ""Westside"" Complex. Unit is upstairs on 2nd floor, has 2 Bedrooms / 1.5 Baths, Cathedral Ceilings, Main and, 2nd Bedroom upstairs."
single_family,,1428000.0,2267.0,3.0,3.0,3.0,2.0,2.0,2.0,2015.0,Property features standard residential amenities and layout.
